"month","animal","state","count"
2001 Mar,"Pigs","Victoria",90500
2001 Apr,"Pigs","Victoria",87300
2001 May,"Pigs","Victoria",95900
2001 Jun,"Pigs","Victoria",84800
2001 Jul,"Pigs","Victoria",88600
2001 Aug,"Pigs","Victoria",95900
2001 Sep,"Pigs","Victoria",82500
2001 Oct,"Pigs","Victoria",94200
2001 Nov,"Pigs","Victoria",93500
2001 Dec,"Pigs","Victoria",93300
2002 Jan,"Pigs","Victoria",86500
2002 Feb,"Pigs","Victoria",81200
2002 Mar,"Pigs","Victoria",74200
2002 Apr,"Pigs","Victoria",80900
2002 May,"Pigs","Victoria",92300
2002 Jun,"Pigs","Victoria",78800
2002 Jul,"Pigs","Victoria",95000
2002 Aug,"Pigs","Victoria",82700
2002 Sep,"Pigs","Victoria",80600
2002 Oct,"Pigs","Victoria",92600
2002 Nov,"Pigs","Victoria",81300
2002 Dec,"Pigs","Victoria",87300
2003 Jan,"Pigs","Victoria",83500
2003 Feb,"Pigs","Victoria",78100
2003 Mar,"Pigs","Victoria",82800
2003 Apr,"Pigs","Victoria",86200
2003 May,"Pigs","Victoria",94300
2003 Jun,"Pigs","Victoria",89000
2003 Jul,"Pigs","Victoria",92500
2003 Aug,"Pigs","Victoria",77500
2003 Sep,"Pigs","Victoria",78100
2003 Oct,"Pigs","Victoria",82400
2003 Nov,"Pigs","Victoria",74100
2003 Dec,"Pigs","Victoria",87100
2004 Jan,"Pigs","Victoria",72400
2004 Feb,"Pigs","Victoria",74900
2004 Mar,"Pigs","Victoria",86400
2004 Apr,"Pigs","Victoria",81200
2004 May,"Pigs","Victoria",80400
2004 Jun,"Pigs","Victoria",86100
2004 Jul,"Pigs","Victoria",79900
2004 Aug,"Pigs","Victoria",77200
2004 Sep,"Pigs","Victoria",78100
2004 Oct,"Pigs","Victoria",73400
2004 Nov,"Pigs","Victoria",66600
2004 Dec,"Pigs","Victoria",70300
2005 Jan,"Pigs","Victoria",68300
2005 Feb,"Pigs","Victoria",58200
2005 Mar,"Pigs","Victoria",72100
2005 Apr,"Pigs","Victoria",62800
2005 May,"Pigs","Victoria",72300
2005 Jun,"Pigs","Victoria",68200
2005 Jul,"Pigs","Victoria",59900
2005 Aug,"Pigs","Victoria",64500
2005 Sep,"Pigs","Victoria",57500
2005 Oct,"Pigs","Victoria",59700
2005 Nov,"Pigs","Victoria",67600
2005 Dec,"Pigs","Victoria",64900
2006 Jan,"Pigs","Victoria",64100
2006 Feb,"Pigs","Victoria",61000
2006 Mar,"Pigs","Victoria",70200
2006 Apr,"Pigs","Victoria",59200
2006 May,"Pigs","Victoria",79600
2006 Jun,"Pigs","Victoria",69600
2006 Jul,"Pigs","Victoria",68300
2006 Aug,"Pigs","Victoria",73000
2006 Sep,"Pigs","Victoria",61700
2006 Oct,"Pigs","Victoria",65300
2006 Nov,"Pigs","Victoria",65500
2006 Dec,"Pigs","Victoria",65200
2007 Jan,"Pigs","Victoria",67200
2007 Feb,"Pigs","Victoria",49600
2007 Mar,"Pigs","Victoria",63800
2007 Apr,"Pigs","Victoria",63500
2007 May,"Pigs","Victoria",79600
2007 Jun,"Pigs","Victoria",65300
2007 Jul,"Pigs","Victoria",66700
2007 Aug,"Pigs","Victoria",60800
2007 Sep,"Pigs","Victoria",52400
2007 Oct,"Pigs","Victoria",65900
2007 Nov,"Pigs","Victoria",52500
2007 Dec,"Pigs","Victoria",52300
2008 Jan,"Pigs","Victoria",52200
2008 Feb,"Pigs","Victoria",46200
2008 Mar,"Pigs","Victoria",44800
2008 Apr,"Pigs","Victoria",54800
2008 May,"Pigs","Victoria",65200
2008 Jun,"Pigs","Victoria",61100
2008 Jul,"Pigs","Victoria",68600
2008 Aug,"Pigs","Victoria",59200
2008 Sep,"Pigs","Victoria",61300
2008 Oct,"Pigs","Victoria",60200
2008 Nov,"Pigs","Victoria",54100
2008 Dec,"Pigs","Victoria",69200
2009 Jan,"Pigs","Victoria",54900
2009 Feb,"Pigs","Victoria",55000
2009 Mar,"Pigs","Victoria",58900
2009 Apr,"Pigs","Victoria",57000
2009 May,"Pigs","Victoria",59800
2009 Jun,"Pigs","Victoria",61400
2009 Jul,"Pigs","Victoria",58200
2009 Aug,"Pigs","Victoria",57800
2009 Sep,"Pigs","Victoria",59600
2009 Oct,"Pigs","Victoria",52100
2009 Nov,"Pigs","Victoria",54300
2009 Dec,"Pigs","Victoria",71000
2010 Jan,"Pigs","Victoria",50900
2010 Feb,"Pigs","Victoria",61500
2010 Mar,"Pigs","Victoria",72300
2010 Apr,"Pigs","Victoria",69700
2010 May,"Pigs","Victoria",78900
2010 Jun,"Pigs","Victoria",79700
2010 Jul,"Pigs","Victoria",81200
2010 Aug,"Pigs","Victoria",76900
2010 Sep,"Pigs","Victoria",74900
2010 Oct,"Pigs","Victoria",69100
2010 Nov,"Pigs","Victoria",73200
2010 Dec,"Pigs","Victoria",84300
2011 Jan,"Pigs","Victoria",67400
2011 Feb,"Pigs","Victoria",68900
2011 Mar,"Pigs","Victoria",76700
2011 Apr,"Pigs","Victoria",75200
2011 May,"Pigs","Victoria",81800
2011 Jun,"Pigs","Victoria",76100
2011 Jul,"Pigs","Victoria",77600
2011 Aug,"Pigs","Victoria",77200
2011 Sep,"Pigs","Victoria",74900
2011 Oct,"Pigs","Victoria",70200
2011 Nov,"Pigs","Victoria",72800
2011 Dec,"Pigs","Victoria",82700
2012 Jan,"Pigs","Victoria",73500
2012 Feb,"Pigs","Victoria",76600
2012 Mar,"Pigs","Victoria",80900
2012 Apr,"Pigs","Victoria",73200
2012 May,"Pigs","Victoria",88000
2012 Jun,"Pigs","Victoria",76200
2012 Jul,"Pigs","Victoria",71300
2012 Aug,"Pigs","Victoria",71800
2012 Sep,"Pigs","Victoria",65200
2012 Oct,"Pigs","Victoria",78200
2012 Nov,"Pigs","Victoria",78600
2012 Dec,"Pigs","Victoria",86200
2013 Jan,"Pigs","Victoria",79800
2013 Feb,"Pigs","Victoria",73500
2013 Mar,"Pigs","Victoria",72700
2013 Apr,"Pigs","Victoria",77100
2013 May,"Pigs","Victoria",95900
2013 Jun,"Pigs","Victoria",79200
2013 Jul,"Pigs","Victoria",89900
2013 Aug,"Pigs","Victoria",87400
2013 Sep,"Pigs","Victoria",80600
2013 Oct,"Pigs","Victoria",85400
2013 Nov,"Pigs","Victoria",81900
2013 Dec,"Pigs","Victoria",84200
2014 Jan,"Pigs","Victoria",82900
2014 Feb,"Pigs","Victoria",78400
2014 Mar,"Pigs","Victoria",79800
2014 Apr,"Pigs","Victoria",78700
2014 May,"Pigs","Victoria",98000
2014 Jun,"Pigs","Victoria",89200
2014 Jul,"Pigs","Victoria",96800
2014 Aug,"Pigs","Victoria",90900
2014 Sep,"Pigs","Victoria",89400
2014 Oct,"Pigs","Victoria",97400
2014 Nov,"Pigs","Victoria",88900
2014 Dec,"Pigs","Victoria",97200
2015 Jan,"Pigs","Victoria",87000
2015 Feb,"Pigs","Victoria",91000
2015 Mar,"Pigs","Victoria",99500
2015 Apr,"Pigs","Victoria",97800
2015 May,"Pigs","Victoria",99400
2015 Jun,"Pigs","Victoria",95700
2015 Jul,"Pigs","Victoria",100100
2015 Aug,"Pigs","Victoria",91700
2015 Sep,"Pigs","Victoria",93400
2015 Oct,"Pigs","Victoria",91200
2015 Nov,"Pigs","Victoria",88600
2015 Dec,"Pigs","Victoria",101700
2016 Jan,"Pigs","Victoria",83400
2016 Feb,"Pigs","Victoria",92100
2016 Mar,"Pigs","Victoria",93800
2016 Apr,"Pigs","Victoria",97200
2016 May,"Pigs","Victoria",101500
2016 Jun,"Pigs","Victoria",101800
2016 Jul,"Pigs","Victoria",94500
2016 Aug,"Pigs","Victoria",1e+05
2016 Sep,"Pigs","Victoria",92400
2016 Oct,"Pigs","Victoria",94600
2016 Nov,"Pigs","Victoria",97900
2016 Dec,"Pigs","Victoria",101200
2017 Jan,"Pigs","Victoria",90300
2017 Feb,"Pigs","Victoria",89900
2017 Mar,"Pigs","Victoria",102300
2017 Apr,"Pigs","Victoria",83500
2017 May,"Pigs","Victoria",113000
2017 Jun,"Pigs","Victoria",104700
2017 Jul,"Pigs","Victoria",99200
2017 Aug,"Pigs","Victoria",106700
2017 Sep,"Pigs","Victoria",89800
2017 Oct,"Pigs","Victoria",100100
2017 Nov,"Pigs","Victoria",103400
2017 Dec,"Pigs","Victoria",93100
2018 Jan,"Pigs","Victoria",90600
2018 Feb,"Pigs","Victoria",86800
2018 Mar,"Pigs","Victoria",90100
2018 Apr,"Pigs","Victoria",88900
2018 May,"Pigs","Victoria",103300
2018 Jun,"Pigs","Victoria",91700
2018 Jul,"Pigs","Victoria",101300
2018 Aug,"Pigs","Victoria",102500
2018 Sep,"Pigs","Victoria",82600
2018 Oct,"Pigs","Victoria",100700
2018 Nov,"Pigs","Victoria",98500
2018 Dec,"Pigs","Victoria",92300
1972 Jul,"Pigs","Western Australia",42300
1972 Aug,"Pigs","Western Australia",39800
1972 Sep,"Pigs","Western Australia",40100
1972 Oct,"Pigs","Western Australia",44700
1972 Nov,"Pigs","Western Australia",43100
1972 Dec,"Pigs","Western Australia",38000
1973 Jan,"Pigs","Western Australia",42600
1973 Feb,"Pigs","Western Australia",43900
1973 Mar,"Pigs","Western Australia",51700
1973 Apr,"Pigs","Western Australia",48600
1973 May,"Pigs","Western Australia",57800
1973 Jun,"Pigs","Western Australia",44800
1973 Jul,"Pigs","Western Australia",53200
1973 Aug,"Pigs","Western Australia",48700
1973 Sep,"Pigs","Western Australia",43600
1973 Oct,"Pigs","Western Australia",48200
1973 Nov,"Pigs","Western Australia",45800
1973 Dec,"Pigs","Western Australia",38100
1974 Jan,"Pigs","Western Australia",38100
1974 Feb,"Pigs","Western Australia",36600
1974 Mar,"Pigs","Western Australia",38500
1974 Apr,"Pigs","Western Australia",36600
1974 May,"Pigs","Western Australia",36600
1974 Jun,"Pigs","Western Australia",32600
1974 Jul,"Pigs","Western Australia",36200
1974 Aug,"Pigs","Western Australia",34400
1974 Sep,"Pigs","Western Australia",37500
1974 Oct,"Pigs","Western Australia",36800
1974 Nov,"Pigs","Western Australia",36800
1974 Dec,"Pigs","Western Australia",28800
1975 Jan,"Pigs","Western Australia",30000
1975 Feb,"Pigs","Western Australia",26700
1975 Mar,"Pigs","Western Australia",30300
1975 Apr,"Pigs","Western Australia",28200
1975 May,"Pigs","Western Australia",31800
1975 Jun,"Pigs","Western Australia",31900
1975 Jul,"Pigs","Western Australia",35800
1975 Aug,"Pigs","Western Australia",27900
1975 Sep,"Pigs","Western Australia",30200
1975 Oct,"Pigs","Western Australia",31500
1975 Nov,"Pigs","Western Australia",28700
1975 Dec,"Pigs","Western Australia",32500
1976 Jan,"Pigs","Western Australia",24000
1976 Feb,"Pigs","Western Australia",24300
1976 Mar,"Pigs","Western Australia",30100
1976 Apr,"Pigs","Western Australia",26600
1976 May,"Pigs","Western Australia",31800
1976 Jun,"Pigs","Western Australia",29100
1976 Jul,"Pigs","Western Australia",30600
1976 Aug,"Pigs","Western Australia",33100
1976 Sep,"Pigs","Western Australia",30000
1976 Oct,"Pigs","Western Australia",29100
1976 Nov,"Pigs","Western Australia",28900
1976 Dec,"Pigs","Western Australia",32100
1977 Jan,"Pigs","Western Australia",22900
1977 Feb,"Pigs","Western Australia",23600
1977 Mar,"Pigs","Western Australia",29900
1977 Apr,"Pigs","Western Australia",27600
1977 May,"Pigs","Western Australia",27800
1977 Jun,"Pigs","Western Australia",27800
1977 Jul,"Pigs","Western Australia",29700
1977 Aug,"Pigs","Western Australia",30300
1977 Sep,"Pigs","Western Australia",30100
1977 Oct,"Pigs","Western Australia",27500
1977 Nov,"Pigs","Western Australia",25400
1977 Dec,"Pigs","Western Australia",28800
1978 Jan,"Pigs","Western Australia",20100
1978 Feb,"Pigs","Western Australia",23700
1978 Mar,"Pigs","Western Australia",25600
1978 Apr,"Pigs","Western Australia",23900
1978 May,"Pigs","Western Australia",31600
1978 Jun,"Pigs","Western Australia",24800
1978 Jul,"Pigs","Western Australia",26400
1978 Aug,"Pigs","Western Australia",28800
1978 Sep,"Pigs","Western Australia",24800
1978 Oct,"Pigs","Western Australia",25300
1978 Nov,"Pigs","Western Australia",28400
1978 Dec,"Pigs","Western Australia",23800
1979 Jan,"Pigs","Western Australia",25300
1979 Feb,"Pigs","Western Australia",27200
1979 Mar,"Pigs","Western Australia",26700
1979 Apr,"Pigs","Western Australia",27600
1979 May,"Pigs","Western Australia",34600
1979 Jun,"Pigs","Western Australia",28100
1979 Jul,"Pigs","Western Australia",28600
1979 Aug,"Pigs","Western Australia",33800
1979 Sep,"Pigs","Western Australia",33000
1979 Oct,"Pigs","Western Australia",34500
1979 Nov,"Pigs","Western Australia",36900
1979 Dec,"Pigs","Western Australia",27800
1980 Jan,"Pigs","Western Australia",26800
1980 Feb,"Pigs","Western Australia",30700
1980 Mar,"Pigs","Western Australia",28700
1980 Apr,"Pigs","Western Australia",32300
1980 May,"Pigs","Western Australia",35400
1980 Jun,"Pigs","Western Australia",32800
1980 Jul,"Pigs","Western Australia",36800
1980 Aug,"Pigs","Western Australia",39000
1980 Sep,"Pigs","Western Australia",33400
1980 Oct,"Pigs","Western Australia",35500
1980 Nov,"Pigs","Western Australia",39500
1980 Dec,"Pigs","Western Australia",34200
1981 Jan,"Pigs","Western Australia",26400
1981 Feb,"Pigs","Western Australia",35000
1981 Mar,"Pigs","Western Australia",34000
1981 Apr,"Pigs","Western Australia",36800
1981 May,"Pigs","Western Australia",40900
1981 Jun,"Pigs","Western Australia",34000
1981 Jul,"Pigs","Western Australia",38700
1981 Aug,"Pigs","Western Australia",38900
1981 Sep,"Pigs","Western Australia",34900
1981 Oct,"Pigs","Western Australia",34100
1981 Nov,"Pigs","Western Australia",38500
1981 Dec,"Pigs","Western Australia",31800
1982 Jan,"Pigs","Western Australia",27300
1982 Feb,"Pigs","Western Australia",31700
1982 Mar,"Pigs","Western Australia",32100
1982 Apr,"Pigs","Western Australia",32800
1982 May,"Pigs","Western Australia",34600
1982 Jun,"Pigs","Western Australia",32600
1982 Jul,"Pigs","Western Australia",35300
1982 Aug,"Pigs","Western Australia",35200
1982 Sep,"Pigs","Western Australia",31800
1982 Oct,"Pigs","Western Australia",31100
1982 Nov,"Pigs","Western Australia",35200
1982 Dec,"Pigs","Western Australia",34300
1983 Jan,"Pigs","Western Australia",27100
1983 Feb,"Pigs","Western Australia",34600
1983 Mar,"Pigs","Western Australia",33600
1983 Apr,"Pigs","Western Australia",35700
1983 May,"Pigs","Western Australia",41400
1983 Jun,"Pigs","Western Australia",36700
1983 Jul,"Pigs","Western Australia",36800
1983 Aug,"Pigs","Western Australia",47100
1983 Sep,"Pigs","Western Australia",40500
1983 Oct,"Pigs","Western Australia",34800
1983 Nov,"Pigs","Western Australia",42000
1983 Dec,"Pigs","Western Australia",41000
1984 Jan,"Pigs","Western Australia",36000
1984 Feb,"Pigs","Western Australia",41200
1984 Mar,"Pigs","Western Australia",37500
1984 Apr,"Pigs","Western Australia",36700
1984 May,"Pigs","Western Australia",47000
1984 Jun,"Pigs","Western Australia",38900
1984 Jul,"Pigs","Western Australia",39000
1984 Aug,"Pigs","Western Australia",44900
1984 Sep,"Pigs","Western Australia",36500
1984 Oct,"Pigs","Western Australia",42500
1984 Nov,"Pigs","Western Australia",35500
1984 Dec,"Pigs","Western Australia",35700
1985 Jan,"Pigs","Western Australia",35800
1985 Feb,"Pigs","Western Australia",32000
1985 Mar,"Pigs","Western Australia",33900
1985 Apr,"Pigs","Western Australia",41700
1985 May,"Pigs","Western Australia",38900
1985 Jun,"Pigs","Western Australia",34100
1985 Jul,"Pigs","Western Australia",45000
1985 Aug,"Pigs","Western Australia",36200
1985 Sep,"Pigs","Western Australia",36100
1985 Oct,"Pigs","Western Australia",42400
1985 Nov,"Pigs","Western Australia",36400
1985 Dec,"Pigs","Western Australia",38400
1986 Jan,"Pigs","Western Australia",35600
1986 Feb,"Pigs","Western Australia",35100
1986 Mar,"Pigs","Western Australia",34700
1986 Apr,"Pigs","Western Australia",45500
1986 May,"Pigs","Western Australia",38300
1986 Jun,"Pigs","Western Australia",38300
1986 Jul,"Pigs","Western Australia",44000
1986 Aug,"Pigs","Western Australia",40300
1986 Sep,"Pigs","Western Australia",39000
1986 Oct,"Pigs","Western Australia",48400
1986 Nov,"Pigs","Western Australia",39900
1986 Dec,"Pigs","Western Australia",45800
1987 Jan,"Pigs","Western Australia",37500
1987 Feb,"Pigs","Western Australia",38600
1987 Mar,"Pigs","Western Australia",40200
1987 Apr,"Pigs","Western Australia",43700
1987 May,"Pigs","Western Australia",43400
1987 Jun,"Pigs","Western Australia",41600
1987 Jul,"Pigs","Western Australia",47600
1987 Aug,"Pigs","Western Australia",39000
1987 Sep,"Pigs","Western Australia",47800
1987 Oct,"Pigs","Western Australia",42000
1987 Nov,"Pigs","Western Australia",42000
1987 Dec,"Pigs","Western Australia",47200
1988 Jan,"Pigs","Western Australia",33900
1988 Feb,"Pigs","Western Australia",37000
1988 Mar,"Pigs","Western Australia",37300
1988 Apr,"Pigs","Western Australia",40900
1988 May,"Pigs","Western Australia",45700
1988 Jun,"Pigs","Western Australia",47200
1988 Jul,"Pigs","Western Australia",41900
1988 Aug,"Pigs","Western Australia",51100
1988 Sep,"Pigs","Western Australia",40200
1988 Oct,"Pigs","Western Australia",41500
1988 Nov,"Pigs","Western Australia",49400
1988 Dec,"Pigs","Western Australia",37800
1989 Jan,"Pigs","Western Australia",39800
1989 Feb,"Pigs","Western Australia",34800
1989 Mar,"Pigs","Western Australia",40500
1989 Apr,"Pigs","Western Australia",39800
1989 May,"Pigs","Western Australia",49300
1989 Jun,"Pigs","Western Australia",36800
1989 Jul,"Pigs","Western Australia",38000
1989 Aug,"Pigs","Western Australia",45400
1989 Sep,"Pigs","Western Australia",39600
1989 Oct,"Pigs","Western Australia",36800
1989 Nov,"Pigs","Western Australia",38900
1989 Dec,"Pigs","Western Australia",36100
1990 Jan,"Pigs","Western Australia",32500
1990 Feb,"Pigs","Western Australia",34900
1990 Mar,"Pigs","Western Australia",38000
1990 Apr,"Pigs","Western Australia",37300
1990 May,"Pigs","Western Australia",45200
1990 Jun,"Pigs","Western Australia",38300
1990 Jul,"Pigs","Western Australia",38500
1990 Aug,"Pigs","Western Australia",43500
1990 Sep,"Pigs","Western Australia",39900
1990 Oct,"Pigs","Western Australia",36800
1990 Nov,"Pigs","Western Australia",41300
1990 Dec,"Pigs","Western Australia",38300
1991 Jan,"Pigs","Western Australia",31600
1991 Feb,"Pigs","Western Australia",39300
1991 Mar,"Pigs","Western Australia",37000
1991 Apr,"Pigs","Western Australia",37600
1991 May,"Pigs","Western Australia",41400
1991 Jun,"Pigs","Western Australia",40800
1991 Jul,"Pigs","Western Australia",41900
1991 Aug,"Pigs","Western Australia",42400
1991 Sep,"Pigs","Western Australia",42300
1991 Oct,"Pigs","Western Australia",44300
1991 Nov,"Pigs","Western Australia",41200
1991 Dec,"Pigs","Western Australia",43000
1992 Jan,"Pigs","Western Australia",40200
1992 Feb,"Pigs","Western Australia",40200
1992 Mar,"Pigs","Western Australia",46000
1992 Apr,"Pigs","Western Australia",47600
1992 May,"Pigs","Western Australia",48500
1992 Jun,"Pigs","Western Australia",48400
1992 Jul,"Pigs","Western Australia",49000
1992 Aug,"Pigs","Western Australia",47700
1992 Sep,"Pigs","Western Australia",49400
1992 Oct,"Pigs","Western Australia",45100
1992 Nov,"Pigs","Western Australia",49300
1992 Dec,"Pigs","Western Australia",47400
1993 Jan,"Pigs","Western Australia",41400
1993 Feb,"Pigs","Western Australia",44300
1993 Mar,"Pigs","Western Australia",49000
1993 Apr,"Pigs","Western Australia",48200
1993 May,"Pigs","Western Australia",47000
1993 Jun,"Pigs","Western Australia",49600
1993 Jul,"Pigs","Western Australia",47500
1993 Aug,"Pigs","Western Australia",38700
1993 Sep,"Pigs","Western Australia",48800
1993 Oct,"Pigs","Western Australia",45100
1993 Nov,"Pigs","Western Australia",46100
1993 Dec,"Pigs","Western Australia",48900
1994 Jan,"Pigs","Western Australia",39600
1994 Feb,"Pigs","Western Australia",43100
1994 Mar,"Pigs","Western Australia",49800
1994 Apr,"Pigs","Western Australia",39500
1994 May,"Pigs","Western Australia",51200
1994 Jun,"Pigs","Western Australia",52200
1994 Jul,"Pigs","Western Australia",49000
1994 Aug,"Pigs","Western Australia",50500
1994 Sep,"Pigs","Western Australia",47400
1994 Oct,"Pigs","Western Australia",48000
1994 Nov,"Pigs","Western Australia",49500
1994 Dec,"Pigs","Western Australia",53000
1995 Jan,"Pigs","Western Australia",43000
1995 Feb,"Pigs","Western Australia",46200
1995 Mar,"Pigs","Western Australia",52800
1995 Apr,"Pigs","Western Australia",51000
1995 May,"Pigs","Western Australia",56300
1995 Jun,"Pigs","Western Australia",57500
1995 Jul,"Pigs","Western Australia",51900
1995 Aug,"Pigs","Western Australia",51700
1995 Sep,"Pigs","Western Australia",49800
1995 Oct,"Pigs","Western Australia",47900
1995 Nov,"Pigs","Western Australia",46300
1995 Dec,"Pigs","Western Australia",41100
1996 Jan,"Pigs","Western Australia",39200
1996 Feb,"Pigs","Western Australia",46400
1996 Mar,"Pigs","Western Australia",47900
1996 Apr,"Pigs","Western Australia",45900
1996 May,"Pigs","Western Australia",50500
1996 Jun,"Pigs","Western Australia",44200
1996 Jul,"Pigs","Western Australia",48400
1996 Aug,"Pigs","Western Australia",43600
1996 Sep,"Pigs","Western Australia",42500
1996 Oct,"Pigs","Western Australia",39200
1996 Nov,"Pigs","Western Australia",44900
1996 Dec,"Pigs","Western Australia",46900
1997 Jan,"Pigs","Western Australia",42600
1997 Feb,"Pigs","Western Australia",45600
1997 Mar,"Pigs","Western Australia",49900
1997 Apr,"Pigs","Western Australia",44800
1997 May,"Pigs","Western Australia",49200
1997 Jun,"Pigs","Western Australia",52700
1997 Jul,"Pigs","Western Australia",46700
1997 Aug,"Pigs","Western Australia",44800
1997 Sep,"Pigs","Western Australia",45400
1997 Oct,"Pigs","Western Australia",42900
1997 Nov,"Pigs","Western Australia",41700
1997 Dec,"Pigs","Western Australia",44200
1998 Jan,"Pigs","Western Australia",41400
1998 Feb,"Pigs","Western Australia",47700
1998 Mar,"Pigs","Western Australia",47300
1998 Apr,"Pigs","Western Australia",44900
1998 May,"Pigs","Western Australia",52600
1998 Jun,"Pigs","Western Australia",50500
1998 Jul,"Pigs","Western Australia",45600
1998 Aug,"Pigs","Western Australia",52000
1998 Sep,"Pigs","Western Australia",47000
1998 Oct,"Pigs","Western Australia",44600
1998 Nov,"Pigs","Western Australia",50300
1998 Dec,"Pigs","Western Australia",40200
1999 Jan,"Pigs","Western Australia",41200
1999 Feb,"Pigs","Western Australia",61000
1999 Mar,"Pigs","Western Australia",48100
1999 Apr,"Pigs","Western Australia",43500
1999 May,"Pigs","Western Australia",45100
1999 Jun,"Pigs","Western Australia",50100
1999 Jul,"Pigs","Western Australia",47000
1999 Aug,"Pigs","Western Australia",52200
1999 Sep,"Pigs","Western Australia",44500
1999 Oct,"Pigs","Western Australia",37900
1999 Nov,"Pigs","Western Australia",47000
1999 Dec,"Pigs","Western Australia",43200
2000 Jan,"Pigs","Western Australia",28500
2000 Feb,"Pigs","Western Australia",34200
2000 Mar,"Pigs","Western Australia",43000
2000 Apr,"Pigs","Western Australia",39700
2000 May,"Pigs","Western Australia",51900
2000 Jun,"Pigs","Western Australia",44800
2000 Jul,"Pigs","Western Australia",40300
2000 Aug,"Pigs","Western Australia",46500
2000 Sep,"Pigs","Western Australia",41900
2000 Oct,"Pigs","Western Australia",38800
2000 Nov,"Pigs","Western Australia",46000
2000 Dec,"Pigs","Western Australia",46200
2001 Jan,"Pigs","Western Australia",39300
2001 Feb,"Pigs","Western Australia",49600
2001 Mar,"Pigs","Western Australia",45500
2001 Apr,"Pigs","Western Australia",43400
2001 May,"Pigs","Western Australia",56400
2001 Jun,"Pigs","Western Australia",48700
2001 Jul,"Pigs","Western Australia",45700
2001 Aug,"Pigs","Western Australia",49700
2001 Sep,"Pigs","Western Australia",46900
2001 Oct,"Pigs","Western Australia",43800
2001 Nov,"Pigs","Western Australia",48300
2001 Dec,"Pigs","Western Australia",48700
2002 Jan,"Pigs","Western Australia",43700
2002 Feb,"Pigs","Western Australia",50700
2002 Mar,"Pigs","Western Australia",49300
2002 Apr,"Pigs","Western Australia",49700
2002 May,"Pigs","Western Australia",60500
2002 Jun,"Pigs","Western Australia",54400
2002 Jul,"Pigs","Western Australia",59500
2002 Aug,"Pigs","Western Australia",55000
2002 Sep,"Pigs","Western Australia",51800
2002 Oct,"Pigs","Western Australia",48600
2002 Nov,"Pigs","Western Australia",56300
2002 Dec,"Pigs","Western Australia",53400
2003 Jan,"Pigs","Western Australia",52500
2003 Feb,"Pigs","Western Australia",59400
2003 Mar,"Pigs","Western Australia",59300
2003 Apr,"Pigs","Western Australia",50000
2003 May,"Pigs","Western Australia",63700
2003 Jun,"Pigs","Western Australia",62700
2003 Jul,"Pigs","Western Australia",56100
2003 Aug,"Pigs","Western Australia",55000
2003 Sep,"Pigs","Western Australia",59500
2003 Oct,"Pigs","Western Australia",47600
2003 Nov,"Pigs","Western Australia",52600
2003 Dec,"Pigs","Western Australia",62100
2004 Jan,"Pigs","Western Australia",48900
2004 Feb,"Pigs","Western Australia",54300
2004 Mar,"Pigs","Western Australia",64500
2004 Apr,"Pigs","Western Australia",50600
2004 May,"Pigs","Western Australia",56500
2004 Jun,"Pigs","Western Australia",66700
2004 Jul,"Pigs","Western Australia",56600
2004 Aug,"Pigs","Western Australia",53300
2004 Sep,"Pigs","Western Australia",60600
2004 Oct,"Pigs","Western Australia",45400
2004 Nov,"Pigs","Western Australia",46400
2004 Dec,"Pigs","Western Australia",60800
2005 Jan,"Pigs","Western Australia",48200
2005 Feb,"Pigs","Western Australia",49300
2005 Mar,"Pigs","Western Australia",60400
2005 Apr,"Pigs","Western Australia",51300
2005 May,"Pigs","Western Australia",52900
2005 Jun,"Pigs","Western Australia",61700
2005 Jul,"Pigs","Western Australia",50500
2005 Aug,"Pigs","Western Australia",48800
2005 Sep,"Pigs","Western Australia",55700
2005 Oct,"Pigs","Western Australia",45200
2005 Nov,"Pigs","Western Australia",45000
2005 Dec,"Pigs","Western Australia",53200
2006 Jan,"Pigs","Western Australia",43200
2006 Feb,"Pigs","Western Australia",46100
2006 Mar,"Pigs","Western Australia",57800
2006 Apr,"Pigs","Western Australia",46400
2006 May,"Pigs","Western Australia",49200
2006 Jun,"Pigs","Western Australia",58200
2006 Jul,"Pigs","Western Australia",44700
2006 Aug,"Pigs","Western Australia",45600
2006 Sep,"Pigs","Western Australia",44900
2006 Oct,"Pigs","Western Australia",43000
2006 Nov,"Pigs","Western Australia",43300
2006 Dec,"Pigs","Western Australia",54200
2007 Jan,"Pigs","Western Australia",41300
2007 Feb,"Pigs","Western Australia",46300
2007 Mar,"Pigs","Western Australia",57200
2007 Apr,"Pigs","Western Australia",43800
2007 May,"Pigs","Western Australia",46500
2007 Jun,"Pigs","Western Australia",57200
2007 Jul,"Pigs","Western Australia",45300
2007 Aug,"Pigs","Western Australia",42900
2007 Sep,"Pigs","Western Australia",49600
2007 Oct,"Pigs","Western Australia",42000
2007 Nov,"Pigs","Western Australia",41500
2007 Dec,"Pigs","Western Australia",50400
2008 Jan,"Pigs","Western Australia",39100
2008 Feb,"Pigs","Western Australia",44000
2008 Mar,"Pigs","Western Australia",50600
2008 Apr,"Pigs","Western Australia",44700
2008 May,"Pigs","Western Australia",46400
2008 Jun,"Pigs","Western Australia",53200
2008 Jul,"Pigs","Western Australia",41000
2008 Aug,"Pigs","Western Australia",41900
2008 Sep,"Pigs","Western Australia",52300
2008 Oct,"Pigs","Western Australia",43900
