item,ds,y
22469,2011-06-23,36
22469,2011-06-24,29
22469,2011-06-26,3
22469,2011-06-27,53
22469,2011-06-28,27
22469,2011-06-29,68
22469,2011-06-30,80
22469,2011-07-01,2
22469,2011-07-03,6
22469,2011-07-04,8
22469,2011-07-05,254
22469,2011-07-06,6
22469,2011-07-07,26
22469,2011-07-08,30
22469,2011-07-10,12
22469,2011-07-11,31
22469,2011-07-12,149
22469,2011-07-13,82
22469,2011-07-14,15
22469,2011-07-15,12
22469,2011-07-17,28
22469,2011-07-18,54
22469,2011-07-19,19
22469,2011-07-20,31
22469,2011-07-21,77
22469,2011-07-22,23
22469,2011-07-24,98
22469,2011-07-25,7
22469,2011-07-26,19
22469,2011-07-27,2
22469,2011-07-28,91
22469,2011-07-29,4
22469,2011-07-31,2
22469,2011-08-01,12
22469,2011-08-03,39
22469,2011-08-04,103
22469,2011-08-05,38
22469,2011-08-07,7
22469,2011-08-08,34
22469,2011-08-09,36
22469,2011-08-11,56
22469,2011-08-12,13
22469,2011-08-14,10
22469,2011-08-15,12
22469,2011-08-16,12
22469,2011-08-17,12
22469,2011-08-18,26
22469,2011-08-19,12
22469,2011-08-21,4
22469,2011-08-22,36
22469,2011-08-23,12
22469,2011-08-24,45
22469,2011-08-25,12
22469,2011-08-26,12
22469,2011-08-30,56
22469,2011-08-31,1
22469,2011-09-01,56
22469,2011-09-02,15
22469,2011-09-04,2
22469,2011-09-05,27
22469,2011-09-06,36
22469,2011-09-07,31
22469,2011-09-08,17
22469,2011-09-09,68
22469,2011-09-11,58
22469,2011-09-12,72
22469,2011-09-13,141
22469,2011-09-14,52
22469,2011-09-15,77
22469,2011-09-16,14
22469,2011-09-18,3
22469,2011-09-19,5
22469,2011-09-20,902
22469,2011-09-21,27
22469,2011-09-22,64
22469,2011-09-23,18
22469,2011-09-25,39
22469,2011-09-26,13
22469,2011-09-27,24
22469,2011-09-28,80
22469,2011-09-29,53
22469,2011-09-30,29
22469,2011-10-02,27
22469,2011-10-03,154
22469,2011-10-04,17
22469,2011-10-05,51
22469,2011-10-06,15
22469,2011-10-07,12
22469,2011-10-09,6
22469,2011-10-10,13
22469,2011-10-11,24
22469,2011-10-12,6
22469,2011-10-13,1
22469,2011-10-14,26
22469,2011-10-16,30
22469,2011-10-17,46
22469,2011-10-18,28
22469,2011-10-19,18
22469,2011-10-20,65
22469,2011-10-21,162
22469,2011-10-23,17
22469,2011-10-24,72
22469,2011-10-25,17
22469,2011-10-26,61
22469,2011-10-27,59
22469,2011-10-28,28
22469,2011-10-30,146
22469,2011-10-31,36
22469,2011-11-01,62
22469,2011-11-02,15
22469,2011-11-03,696
22469,2011-11-04,147
22469,2011-11-06,86
22469,2011-11-07,91
22469,2011-11-08,53
22469,2011-11-09,6
22469,2011-11-10,80
22469,2011-11-11,44
22469,2011-11-13,31
22469,2011-11-14,119
22469,2011-11-15,17
22469,2011-11-16,48
22469,2011-11-17,34
22469,2011-11-18,89
22469,2011-11-20,54
22469,2011-11-21,31
22469,2011-11-22,48
22469,2011-11-23,81
22469,2011-11-24,19
22469,2011-11-25,26
22469,2011-11-27,8
22469,2011-11-28,655
22469,2011-11-29,40
22469,2011-11-30,45
22469,2011-12-01,34
22469,2011-12-02,26
22469,2011-12-04,9
22469,2011-12-05,52
22469,2011-12-06,16
22469,2011-12-07,4
22469,2011-12-08,14
22469,2011-12-09,13
22492,2010-12-01,108
22492,2010-12-02,288
22492,2010-12-03,38
22492,2010-12-05,36
22492,2010-12-07,39
22492,2010-12-08,144
22492,2010-12-09,1394
22492,2010-12-10,219
22492,2010-12-12,36
22492,2010-12-13,36
22492,2010-12-15,36
22492,2010-12-16,82
22492,2010-12-17,73
22492,2010-12-20,73
22492,2010-12-22,108
22492,2011-01-06,576
22492,2011-01-07,72
22492,2011-01-10,111
22492,2011-01-12,72
22492,2011-01-14,36
22492,2011-01-17,36
22492,2011-01-18,2
22492,2011-01-24,36
22492,2011-01-26,37
22492,2011-01-27,72
22492,2011-01-28,648
22492,2011-01-31,216
22492,2011-02-02,72
22492,2011-02-04,253
22492,2011-02-07,36
22492,2011-02-08,36
22492,2011-02-09,36
22492,2011-02-10,108
22492,2011-02-16,72
22492,2011-02-17,36
22492,2011-02-21,36
22492,2011-02-22,72
22492,2011-02-23,36
22492,2011-02-24,36
22492,2011-03-02,36
22492,2011-03-04,72
22492,2011-03-07,901
22492,2011-03-08,72
22492,2011-03-09,144
22492,2011-03-10,72
22492,2011-03-11,36
22492,2011-03-13,36
22492,2011-03-14,612
22492,2011-03-15,36
22492,2011-03-17,72
22492,2011-03-20,72
22492,2011-03-21,36
22492,2011-03-22,72
22492,2011-03-23,72
22492,2011-03-25,72
22492,2011-03-28,36
22492,2011-03-29,67
22492,2011-03-30,36
22492,2011-03-31,216
22492,2011-04-01,36
22492,2011-04-03,36
22492,2011-04-07,72
22492,2011-04-08,252
22492,2011-04-12,72
22492,2011-04-13,36
22492,2011-04-14,72
22492,2011-04-15,36
22492,2011-04-18,584
22492,2011-04-19,72
22492,2011-04-20,36
22492,2011-04-21,108
22492,2011-04-26,72
22492,2011-04-27,36
22492,2011-04-28,36
22492,2011-05-01,36
22492,2011-05-03,36
22492,2011-05-06,72
22492,2011-05-08,108
22492,2011-05-09,3
22492,2011-05-10,108
22492,2011-05-11,72
22492,2011-05-12,576
22492,2011-05-13,36
22492,2011-05-16,36
22492,2011-05-17,1
22492,2011-05-19,36
22492,2011-05-20,360
22492,2011-05-22,36
22492,2011-05-23,144
22492,2011-05-25,36
22492,2011-05-26,108
22492,2011-05-31,36
22492,2011-06-01,36
22492,2011-06-05,36
22492,2011-06-06,36
22492,2011-06-08,72
22492,2011-06-09,253
22492,2011-06-13,36
22492,2011-06-14,36
22492,2011-06-15,576
22492,2011-06-16,74
22492,2011-06-17,39
22492,2011-06-21,38
22492,2011-06-22,144
22492,2011-06-23,37
22492,2011-06-28,36
22492,2011-07-01,36
22492,2011-07-04,72
22492,2011-07-05,216
22492,2011-07-07,144
22492,2011-07-11,576
22492,2011-07-12,108
22492,2011-07-14,74
22492,2011-07-15,36
22492,2011-07-18,144
22492,2011-07-19,252
22492,2011-07-25,36
22492,2011-07-26,36
22492,2011-07-27,144
22492,2011-07-31,36
22492,2011-08-01,36
22492,2011-08-03,108
22492,2011-08-04,111
22492,2011-08-05,36
22492,2011-08-11,108
22492,2011-08-12,36
22492,2011-08-14,36
22492,2011-08-15,36
22492,2011-08-16,108
22492,2011-08-18,612
22492,2011-08-21,36
22492,2011-08-22,36
22492,2011-08-23,36
22492,2011-08-24,108
22492,2011-08-25,36
22492,2011-08-26,36
22492,2011-08-28,72
22492,2011-08-30,2
22492,2011-09-01,1224
22492,2011-09-02,2
22492,2011-09-04,108
22492,2011-09-05,36
22492,2011-09-07,38
22492,2011-09-08,46
22492,2011-09-09,36
22492,2011-09-11,36
22492,2011-09-12,180
22492,2011-09-13,649
22492,2011-09-14,36
22492,2011-09-15,36
22492,2011-09-16,36
22492,2011-09-19,36
22492,2011-09-20,36
22492,2011-09-21,111
22492,2011-09-22,113
22492,2011-09-23,2
22492,2011-09-25,36
22492,2011-09-26,108
22492,2011-09-27,72
22492,2011-09-28,36
22492,2011-09-29,108
22492,2011-09-30,252
22492,2011-10-03,4
22492,2011-10-04,576
22492,2011-10-06,180
22492,2011-10-10,108
22492,2011-10-11,41
22492,2011-10-13,36
22492,2011-10-14,72
22492,2011-10-17,578
22492,2011-10-18,72
22492,2011-10-19,72
22492,2011-10-20,612
22492,2011-10-24,72
22492,2011-10-25,324
22492,2011-10-27,108
22492,2011-10-28,252
22492,2011-10-30,36
22492,2011-10-31,72
22492,2011-11-01,36
22492,2011-11-02,40
22492,2011-11-04,42
22492,2011-11-06,36
22492,2011-11-07,207
22492,2011-11-08,181
22492,2011-11-09,74
22492,2011-11-10,1188
22492,2011-11-11,74
22492,2011-11-14,421
22492,2011-11-15,2
22492,2011-11-16,36
22492,2011-11-17,108
22492,2011-11-18,76
22492,2011-11-20,36
22492,2011-11-21,111
22492,2011-11-22,38
22492,2011-11-23,144
22492,2011-11-24,72
22492,2011-11-25,37
22492,2011-11-28,37
22492,2011-11-29,77
22492,2011-11-30,115
22492,2011-12-01,36
22492,2011-12-02,36
22492,2011-12-05,4
22492,2011-12-06,36
22492,2011-12-07,108
22492,2011-12-08,72
22616,2010-12-01,40
22616,2010-12-02,616
22616,2010-12-03,60
22616,2010-12-05,13
22616,2010-12-06,81
22616,2010-12-07,15
22616,2010-12-08,109
22616,2010-12-09,25
22616,2010-12-10,53
22616,2010-12-12,36
22616,2010-12-13,13
22616,2010-12-14,60
22616,2010-12-16,121
22616,2010-12-17,23
22616,2010-12-19,6
22616,2010-12-20,89
22616,2010-12-21,1297
22616,2010-12-23,37
22616,2011-01-04,1
22616,2011-01-06,48
22616,2011-01-07,13
22616,2011-01-09,48
22616,2011-01-11,39
22616,2011-01-12,2
22616,2011-01-16,60
22616,2011-01-17,6
22616,2011-01-18,1
22616,2011-01-19,26
22616,2011-01-20,15
22616,2011-01-21,25
22616,2011-01-23,12
22616,2011-01-24,1
22616,2011-01-25,24
22616,2011-01-27,144
22616,2011-02-01,60
22616,2011-02-02,20
22616,2011-02-04,888
22616,2011-02-07,72
22616,2011-02-08,35
22616,2011-02-09,48
22616,2011-02-10,456
22616,2011-02-14,4
22616,2011-02-16,456
22616,2011-02-17,43
22616,2011-02-18,511
22616,2011-02-21,9
22616,2011-02-22,24
22616,2011-02-23,36
22616,2011-02-24,49
22616,2011-02-28,14
22616,2011-03-03,96
22616,2011-03-04,12
22616,2011-03-07,1
22616,2011-03-08,1311
22616,2011-03-09,48
22616,2011-03-10,48
22616,2011-03-13,12
22616,2011-03-14,12
22616,2011-03-15,36
22616,2011-03-17,3
22616,2011-03-18,84
22616,2011-03-20,1321
22616,2011-03-21,26
22616,2011-03-22,34
22616,2011-03-23,1
22616,2011-03-24,72
22616,2011-03-25,1
22616,2011-03-28,24
22616,2011-03-29,143
22616,2011-03-30,180
22616,2011-03-31,180
22616,2011-04-01,36
22616,2011-04-03,869
22616,2011-04-05,536
22616,2011-04-06,2
22616,2011-04-07,60
22616,2011-04-08,12
22616,2011-04-11,12
22616,2011-04-12,36
22616,2011-04-13,84
22616,2011-04-14,96
22616,2011-04-15,120
22616,2011-04-17,54
22616,2011-04-18,92
22616,2011-04-21,1
22616,2011-04-26,132
22616,2011-04-27,48
22616,2011-04-28,36
22616,2011-05-05,36
22616,2011-05-06,68
22616,2011-05-08,24
22616,2011-05-09,1
22616,2011-05-10,61
22616,2011-05-11,24
22616,2011-05-12,40
22616,2011-05-13,4
22616,2011-05-16,49
22616,2011-05-17,27
22616,2011-05-18,108
22616,2011-05-19,936
22616,2011-05-23,12
22616,2011-05-24,72
22616,2011-05-31,14
22616,2011-06-01,6
22616,2011-06-02,12
22616,2011-06-05,48
22616,2011-06-07,14
22616,2011-06-08,7
22616,2011-06-09,1
22616,2011-06-12,24
22616,2011-06-13,504
22616,2011-06-15,24
22616,2011-06-16,48
22616,2011-06-17,876
22616,2011-06-19,60
22616,2011-06-20,25
22616,2011-06-21,14
22616,2011-06-23,217
22616,2011-06-26,24
22616,2011-06-27,6
22616,2011-06-28,432
22616,2011-06-29,1
22616,2011-06-30,86
22616,2011-07-03,12
22616,2011-07-04,13
22616,2011-07-05,12
22616,2011-07-06,1
22616,2011-07-07,217
22616,2011-07-08,24
22616,2011-07-10,12
22616,2011-07-11,19
22616,2011-07-12,29
22616,2011-07-13,1
22616,2011-07-15,5
22616,2011-07-17,24
22616,2011-07-18,96
22616,2011-07-19,48
22616,2011-07-20,689
22616,2011-07-21,24
22616,2011-07-22,12
22616,2011-07-24,67
22616,2011-07-25,11
22616,2011-07-26,1
22616,2011-07-27,99
22616,2011-07-28,12
22616,2011-07-29,48
22616,2011-07-31,1
22616,2011-08-01,1
22616,2011-08-03,648
22616,2011-08-04,1021
22616,2011-08-05,41
22616,2011-08-07,4
22616,2011-08-09,12
22616,2011-08-10,62
22616,2011-08-11,37
22616,2011-08-12,26
22616,2011-08-14,1
22616,2011-08-15,24
22616,2011-08-16,48
22616,2011-08-17,64
22616,2011-08-18,12
22616,2011-08-21,1
22616,2011-08-22,51
22616,2011-08-23,300
22616,2011-08-24,26
22616,2011-08-25,24
22616,2011-08-26,12
22616,2011-08-30,16
22616,2011-08-31,13
22616,2011-09-01,456
22616,2011-09-05,2
22616,2011-09-07,24
22616,2011-09-08,24
22616,2011-09-09,12
22616,2011-09-11,14
22616,2011-09-12,84
22616,2011-09-13,55
22616,2011-09-15,12
22616,2011-09-16,12
22616,2011-09-18,37
22616,2011-09-21,17
22616,2011-09-22,111
22616,2011-09-23,133
22616,2011-09-25,30
22616,2011-09-27,144
22616,2011-09-28,1
22616,2011-09-29,432
22616,2011-10-03,115
22616,2011-10-04,15
22616,2011-10-05,192
22616,2011-10-06,144
22616,2011-10-07,59
22616,2011-10-10,15
22616,2011-10-11,24
22616,2011-10-13,2
22616,2011-10-14,12
22616,2011-10-16,12
22616,2011-10-17,18
22616,2011-10-18,24
22616,2011-10-19,12
22616,2011-10-20,12
22616,2011-10-21,600
22616,2011-10-24,37
22616,2011-10-25,36
22616,2011-10-26,1
22616,2011-10-27,27
22616,2011-10-28,192
22616,2011-10-31,4
22616,2011-11-01,48
22616,2011-11-02,37
22616,2011-11-03,553
22616,2011-11-04,48
22616,2011-11-06,12
22616,2011-11-07,138
22616,2011-11-08,3
22616,2011-11-10,64
22616,2011-11-11,1
22616,2011-11-13,48
22616,2011-11-14,214
22616,2011-11-15,888
22616,2011-11-16,80
22616,2011-11-17,155
22616,2011-11-18,12
22616,2011-11-20,2
22616,2011-11-21,14
22616,2011-11-22,5
22616,2011-11-23,48
22616,2011-11-25,32
22616,2011-11-27,2
22616,2011-11-28,88
22616,2011-11-29,439
22616,2011-11-30,51
22616,2011-12-01,22
22616,2011-12-02,36
22616,2011-12-05,507
22616,2011-12-06,3
22616,2011-12-07,51
22616,2011-12-08,3
22616,2011-12-09,1
22693,2010-12-06,24
22693,2010-12-15,48
22693,2010-12-16,2497
22693,2010-12-17,24
22693,2010-12-21,24
22693,2011-01-05,24
22693,2011-01-07,24
22693,2011-01-09,24
22693,2011-01-11,24
22693,2011-01-12,24
22693,2011-01-13,120
22693,2011-01-14,24
22693,2011-01-17,48
22693,2011-01-19,24
22693,2011-01-25,24
22693,2011-01-27,48
22693,2011-01-28,48
22693,2011-02-01,24
22693,2011-02-02,24
22693,2011-02-07,51
22693,2011-02-11,2400
22693,2011-02-14,1080
22693,2011-02-17,24
22693,2011-02-18,48
22693,2011-02-23,48
22693,2011-02-24,48
22693,2011-02-25,24
22693,2011-02-28,24
22693,2011-03-02,24
22693,2011-03-03,24
22693,2011-03-10,24
22693,2011-03-11,48
22693,2011-03-13,24
22693,2011-03-14,24
22693,2011-03-15,24
22693,2011-03-17,144
22693,2011-03-18,24
22693,2011-03-20,24
22693,2011-03-22,48
22693,2011-03-24,24
22693,2011-03-25,48
22693,2011-03-28,27
22693,2011-03-29,75
22693,2011-03-30,48
22693,2011-03-31,90
22693,2011-04-01,888
22693,2011-04-04,24
22693,2011-04-07,48
22693,2011-04-08,74
22693,2011-04-11,1
22693,2011-04-12,144
22693,2011-04-13,1104
22693,2011-04-14,24
22693,2011-04-17,96
22693,2011-04-18,27
22693,2011-04-19,24
22693,2011-04-20,24
22693,2011-04-21,83
22693,2011-04-26,24
22693,2011-04-28,24
22693,2011-05-01,24
22693,2011-05-03,25
22693,2011-05-04,48
22693,2011-05-05,48
22693,2011-05-06,74
22693,2011-05-08,48
22693,2011-05-09,72
22693,2011-05-11,48
22693,2011-05-15,24
22693,2011-05-16,96
22693,2011-05-17,1
22693,2011-05-18,96
22693,2011-05-22,24
22693,2011-05-23,96
22693,2011-05-24,27
22693,2011-05-25,27
22693,2011-05-26,24
22693,2011-06-01,4
22693,2011-06-02,24
22693,2011-06-03,48
22693,2011-06-05,72
22693,2011-06-08,48
22693,2011-06-13,48
22693,2011-06-14,1
22693,2011-06-16,48
22693,2011-06-17,24
22693,2011-06-21,576
22693,2011-06-22,24
22693,2011-06-23,120
22693,2011-06-24,24
22693,2011-06-28,48
22693,2011-06-29,25
22693,2011-06-30,27
22693,2011-07-03,24
22693,2011-07-05,72
22693,2011-07-06,24
22693,2011-07-10,120
22693,2011-07-14,96
22693,2011-07-20,24
22693,2011-07-21,48
22693,2011-07-25,24
22693,2011-07-27,1
22693,2011-07-28,576
22693,2011-07-29,1
22693,2011-07-31,24
22693,2011-08-02,25
22693,2011-08-03,24
22693,2011-08-05,48
22693,2011-08-07,24
22693,2011-08-09,72
22693,2011-08-10,1
22693,2011-08-11,24
22693,2011-08-14,24
22693,2011-08-16,24
22693,2011-08-28,48
22693,2011-08-30,1
22693,2011-09-05,24
22693,2011-09-08,72
22693,2011-09-09,48
22693,2011-09-11,72
22693,2011-09-13,2
22693,2011-09-19,48
22693,2011-09-21,6
22693,2011-09-22,48
22693,2011-09-26,24
22693,2011-09-27,1
22693,2011-09-28,24
22693,2011-09-29,48
22693,2011-10-03,25
22693,2011-10-05,2
22693,2011-10-06,50
22693,2011-10-07,24
22693,2011-10-09,24
22693,2011-10-10,24
22693,2011-10-11,27
22693,2011-10-12,48
22693,2011-10-13,24
22693,2011-10-14,25
22693,2011-10-18,48
22693,2011-10-19,72
22693,2011-10-20,48
22693,2011-10-21,48
22693,2011-10-23,48
22693,2011-10-24,3
22693,2011-10-25,72
22693,2011-10-26,24
22693,2011-10-27,144
22693,2011-10-28,24
22693,2011-10-30,96
22693,2011-10-31,4
22693,2011-11-03,25
22693,2011-11-04,192
22693,2011-11-07,96
22693,2011-11-08,5
22693,2011-11-09,76
22693,2011-11-10,48
22693,2011-11-11,50
22693,2011-11-13,24
22693,2011-11-14,2
22693,2011-11-15,36
22693,2011-11-16,78
22693,2011-11-17,72
22693,2011-11-18,28
22693,2011-11-21,25
22693,2011-11-22,4
22693,2011-11-23,24
22693,2011-11-24,5
22693,2011-11-25,6
22693,2011-11-28,25
22693,2011-11-29,76
22693,2011-11-30,236
22693,2011-12-01,1
22693,2011-12-02,25
22693,2011-12-05,30
22693,2011-12-08,6
22693,2011-12-09,195
22952,2010-12-01,48
22952,2010-12-02,170
22952,2010-12-03,119
22952,2010-12-05,76
22952,2010-12-06,59
22952,2010-12-07,73
22952,2010-12-08,110
22952,2010-12-09,78
22952,2010-12-10,86
22952,2010-12-13,147
22952,2010-12-14,34
22952,2010-12-15,144
22952,2010-12-16,169
22952,2010-12-17,11
22952,2010-12-19,24
22952,2010-12-20,24
22952,2010-12-23,1
22952,2011-01-04,1
22952,2011-01-05,4
22952,2011-01-07,1
22952,2011-01-17,1
22952,2011-01-27,2
22952,2011-02-09,1
22952,2011-02-22,1
22952,2011-02-28,1
22952,2011-03-22,24
22952,2011-04-07,1
22952,2011-04-26,1
22952,2011-05-12,1
22952,2011-06-14,1
22952,2011-06-16,1
22952,2011-06-23,1
22952,2011-06-26,2
22952,2011-06-30,1
22952,2011-07-03,26
22952,2011-07-05,24
22952,2011-07-06,120
22952,2011-07-11,48
22952,2011-07-12,1
22952,2011-07-13,5
22952,2011-07-14,1
22952,2011-07-15,1
22952,2011-07-17,120
22952,2011-07-20,6
22952,2011-07-21,27
22952,2011-07-24,4
22952,2011-07-25,146
22952,2011-07-27,1
22952,2011-07-28,288
22952,2011-07-29,24
22952,2011-07-31,384
22952,2011-08-02,24
22952,2011-08-04,264
22952,2011-08-08,48
22952,2011-08-10,24
22952,2011-08-11,29
22952,2011-08-15,4
22952,2011-08-17,4
22952,2011-08-18,264
22952,2011-08-19,24
22952,2011-08-21,3
22952,2011-08-22,37
22952,2011-08-23,24
22952,2011-08-24,31
22952,2011-08-25,2
22952,2011-08-26,24
22952,2011-08-30,7
22952,2011-09-01,432
22952,2011-09-02,31
22952,2011-09-05,264
22952,2011-09-06,72
22952,2011-09-07,121
22952,2011-09-08,24
22952,2011-09-09,146
22952,2011-09-11,96
22952,2011-09-12,72
22952,2011-09-13,963
22952,2011-09-14,49
22952,2011-09-15,62
22952,2011-09-16,123
22952,2011-09-18,58
22952,2011-09-19,74
22952,2011-09-20,125
22952,2011-09-21,50
22952,2011-09-22,178
22952,2011-09-23,367
22952,2011-09-25,67
22952,2011-09-26,48
22952,2011-09-27,80
22952,2011-09-28,98
22952,2011-09-29,104
22952,2011-09-30,7
22952,2011-10-02,3
22952,2011-10-03,124
22952,2011-10-04,175
22952,2011-10-05,103
22952,2011-10-06,124
22952,2011-10-07,51
22952,2011-10-09,57
22952,2011-10-10,42
22952,2011-10-11,74
22952,2011-10-12,51
22952,2011-10-13,123
22952,2011-10-14,24
22952,2011-10-17,649
22952,2011-10-18,74
22952,2011-10-19,81
22952,2011-10-20,241
22952,2011-10-21,504
22952,2011-10-23,2
22952,2011-10-24,105
22952,2011-10-25,93
22952,2011-10-26,342
22952,2011-10-27,65
22952,2011-10-28,346
22952,2011-10-30,299
22952,2011-10-31,50
22952,2011-11-01,136
22952,2011-11-02,52
22952,2011-11-03,125
22952,2011-11-04,125
22952,2011-11-06,80
22952,2011-11-07,301
22952,2011-11-08,212
22952,2011-11-09,108
22952,2011-11-10,249
22952,2011-11-11,87
22952,2011-11-13,339
22952,2011-11-14,438
22952,2011-11-15,62
22952,2011-11-16,202
22952,2011-11-17,195
22952,2011-11-18,143
22952,2011-11-20,48
22952,2011-11-21,79
22952,2011-11-22,277
22952,2011-11-23,94
22952,2011-11-24,40
22952,2011-11-25,95
22952,2011-11-27,34
22952,2011-11-28,200
22952,2011-11-29,241
22952,2011-11-30,394
22952,2011-12-01,86
22952,2011-12-02,68
22952,2011-12-04,44
22952,2011-12-05,154
22952,2011-12-06,150
22952,2011-12-07,73
22952,2011-12-08,135
22952,2011-12-09,43
22961,2010-12-01,151
22961,2010-12-02,200
22961,2010-12-03,21
22961,2010-12-05,43
22961,2010-12-06,73
22961,2010-12-07,99
22961,2010-12-08,133
22961,2010-12-09,98
22961,2010-12-10,44
22961,2010-12-12,74
22961,2010-12-13,84
22961,2010-12-14,153
22961,2010-12-15,144
22961,2010-12-16,60
22961,2010-12-17,142
22961,2010-12-19,17
22961,2010-12-20,92
22961,2010-12-21,6
22961,2010-12-23,27
22961,2011-01-04,46
22961,2011-01-05,37
22961,2011-01-06,32
22961,2011-01-07,16
22961,2011-01-09,24
22961,2011-01-10,37
22961,2011-01-11,47
22961,2011-01-12,24
22961,2011-01-13,15
22961,2011-01-14,502
22961,2011-01-16,58
22961,2011-01-17,104
22961,2011-01-18,3
22961,2011-01-19,13
22961,2011-01-20,38
22961,2011-01-21,19
22961,2011-01-23,20
22961,2011-01-24,50
22961,2011-01-25,54
22961,2011-01-26,51
22961,2011-01-27,121
22961,2011-01-28,24
22961,2011-01-30,24
22961,2011-01-31,110
22961,2011-02-01,68
22961,2011-02-02,39
22961,2011-02-03,43
22961,2011-02-04,25
22961,2011-02-06,9
22961,2011-02-07,72
22961,2011-02-08,15
22961,2011-02-09,29
22961,2011-02-10,43
22961,2011-02-11,2
22961,2011-02-13,6
22961,2011-02-14,72
22961,2011-02-15,52
22961,2011-02-16,63
22961,2011-02-17,122
22961,2011-02-18,49
22961,2011-02-20,3
22961,2011-02-21,170
22961,2011-02-22,138
22961,2011-02-23,26
22961,2011-02-24,20
22961,2011-02-25,25
22961,2011-02-27,17
22961,2011-02-28,46
22961,2011-03-01,49
22961,2011-03-02,96
22961,2011-03-03,113
22961,2011-03-04,43
22961,2011-03-06,24
22961,2011-03-07,15
22961,2011-03-08,156
22961,2011-03-09,29
22961,2011-03-10,72
22961,2011-03-11,157
22961,2011-03-14,101
22961,2011-03-15,62
22961,2011-03-18,76
22961,2011-03-20,79
22961,2011-03-21,25
22961,2011-03-22,50
22961,2011-03-23,38
22961,2011-03-24,122
22961,2011-03-25,36
22961,2011-03-27,4
22961,2011-03-28,71
22961,2011-03-29,200
22961,2011-03-30,13
22961,2011-03-31,108
22961,2011-04-01,28
22961,2011-04-03,16
22961,2011-04-04,47
22961,2011-04-05,38
22961,2011-04-07,17
22961,2011-04-08,12
22961,2011-04-10,17
22961,2011-04-11,8
22961,2011-04-12,1
22961,2011-04-15,2
22961,2011-04-18,5
22961,2011-04-19,3
22961,2011-04-21,1
22961,2011-04-26,3
22961,2011-05-03,1
22961,2011-05-09,5
22961,2011-05-10,108
22961,2011-05-11,27
22961,2011-05-12,98
22961,2011-05-13,149
22961,2011-05-16,36
22961,2011-05-17,1
22961,2011-05-18,12
22961,2011-05-19,101
22961,2011-05-20,120
22961,2011-05-22,36
22961,2011-05-23,12
22961,2011-05-24,24
22961,2011-05-25,85
22961,2011-05-26,32
22961,2011-05-27,48
22961,2011-05-29,2
22961,2011-05-31,1
22961,2011-06-01,36
22961,2011-06-02,64
22961,2011-06-03,2
22961,2011-06-05,38
22961,2011-06-06,48
22961,2011-06-07,44
22961,2011-06-08,16
22961,2011-06-09,82
22961,2011-06-10,13
22961,2011-06-12,9
22961,2011-06-13,66
22961,2011-06-14,24
22961,2011-06-15,13
22961,2011-06-16,13
22961,2011-06-17,24
22961,2011-06-19,42
22961,2011-06-20,19
22961,2011-06-21,4
22961,2011-06-23,87
22961,2011-06-24,51
22961,2011-06-26,4
22961,2011-06-27,25
22961,2011-06-28,14
22961,2011-06-29,2
22961,2011-06-30,57
22961,2011-07-01,125
22961,2011-07-03,3
22961,2011-07-04,57
22961,2011-07-05,19
22961,2011-07-06,112
22961,2011-07-07,50
22961,2011-07-08,3
22961,2011-07-10,2
22961,2011-07-11,14
22961,2011-07-12,69
22961,2011-07-13,37
22961,2011-07-14,5
22961,2011-07-15,13
22961,2011-07-17,31
22961,2011-07-18,43
22961,2011-07-19,46
22961,2011-07-20,18
22961,2011-07-21,36
22961,2011-07-22,26
22961,2011-07-24,24
22961,2011-07-25,28
22961,2011-07-26,4
22961,2011-07-27,86
22961,2011-07-28,69
22961,2011-07-29,13
22961,2011-07-31,292
22961,2011-08-01,12
22961,2011-08-02,85
22961,2011-08-03,27
22961,2011-08-04,18
22961,2011-08-05,493
22961,2011-08-08,37
22961,2011-08-09,121
22961,2011-08-10,13
22961,2011-08-11,63
22961,2011-08-12,44
22961,2011-08-14,13
22961,2011-08-15,28
22961,2011-08-16,12
22961,2011-08-17,26
22961,2011-08-18,24
22961,2011-08-19,12
22961,2011-08-21,16
22961,2011-08-22,85
22961,2011-08-23,25
22961,2011-08-24,201
22961,2011-08-25,2
22961,2011-08-26,12
22961,2011-08-28,25
22961,2011-08-30,13
22961,2011-08-31,25
22961,2011-09-01,14
22961,2011-09-02,51
22961,2011-09-04,63
22961,2011-09-05,12
22961,2011-09-06,12
22961,2011-09-07,31
22961,2011-09-08,38
22961,2011-09-09,58
22961,2011-09-11,312
22961,2011-09-12,31
22961,2011-09-13,244
22961,2011-09-14,63
22961,2011-09-15,38
22961,2011-09-16,49
22961,2011-09-18,2
22961,2011-09-19,49
22961,2011-09-20,125
22961,2011-09-21,128
22961,2011-09-22,64
22961,2011-09-23,71
22961,2011-09-25,16
22961,2011-09-26,2
22961,2011-09-27,54
22961,2011-09-28,43
22961,2011-09-29,67
22961,2011-09-30,16
22961,2011-10-02,24
22961,2011-10-03,17
22961,2011-10-04,16
22961,2011-10-05,61
22961,2011-10-06,196
22961,2011-10-07,217
22961,2011-10-09,6
22961,2011-10-10,34
22961,2011-10-11,234
22961,2011-10-12,37
22961,2011-10-13,43
22961,2011-10-14,77
22961,2011-10-16,52
22961,2011-10-17,162
22961,2011-10-18,20
22961,2011-10-19,36
22961,2011-10-20,24
22961,2011-10-21,12
22961,2011-10-23,36
22961,2011-10-24,16
22961,2011-10-25,51
22961,2011-10-26,4
22961,2011-10-27,50
